key,value
2010 , 0.7901216685979148
1930 , -1.4250000000000003
2000 , 0.9298801176204491
1980 , 0.8023715415019766
1940 , -1.0999999999999999
1920 , -1.6
1960 , -0.5999999999999999
1950 , -0.5
1970 , -0.1831325301204819
1990 , 0.9110009017132553
